text,label
@alejandrinar32 okay :),positive
hopeless for tmr :(,negative
DJ Derek is trending for horrible reasons :( Hope he's found safe and well.,negative
@sxnflame I don't like dogs :(,negative
Tykkäsin @YouTube-videosta http://t.co/p5dAKaodMx 200sub special!! | 15e PaysafeCard Giveaway!! :) (LUE DESC!!!),positive
"@DrJonesWales no problem Rhys, have a good day. :)",positive
I miss you maa :( why didn't you ever tell me its going to be like this without you?,negative
@alyciasmarie but i wasn't :-((,negative
ima leave this. right. here. :-) http://t.co/VlGObizVhd,positive
"@Impatientraider On second thought, there’s just not enough time for a DD :) But new shorts entering system. Sheep must be buying.",positive
@lovemybooksUK It's such a good idea to share excellent book titles! What would we do without them all? Keep up the good work :),positive
@MartinGarrix CAN YOU FOLLOW ME ALREADY :((,negative
And faith :(,negative
Good morning Kimmy :) @KimberlyKWyatt,positive
"do u use any app to listen to music? if yes, what app? :-) — idownloader http://t.co/L4o5J39UEf",positive
"I wanted the shoes FOR my holiday, shipping should take 4-5 days so it should have arrived TODAY, but it's not even on its way @DCSHOESUK :(",negative
Cat on the lap. I have to go out now! :( http://t.co/wN3169K7Kb,negative
@hankgreen would you ever consider creating crash course videos about computer science? There aren't many resources at my school :(,negative
@btstwit_ shady af lol the management said no reservation on 11 sept :)  https://t.co/9QW1TJcnzD,positive
I really am a code monkey :( http://t.co/5vFYrLeeux,negative
rosidbinr Follback ya :),positive
"I had a dream where we were all around a table eating or something and Heavy Day came on and we all burst into song.

Can this happen IRL :(",negative
@CandySalvatore you're right. I'm very tired :( good night my Ally. I love you ❤️,negative
@sculptorfred You're doing well for a beginner then! Thanks for the follow too. Have a good weekend :),positive
The dream gaming setup part 2 is finished :D http://t.co/dEHgEeUIEm,positive
@mallynic @Gspaepen @jett_uk @GhostOfTrafford @FD_ManUtdNews @Cantona_20 @RisingTrend @RosaCrowee ty :)) av gd wknd u n all in tweet \m/,positive
Our lovely intern @NicolaPantelli is leaving us today :( but look at all these yummy treats she brought us! #yumyum http://t.co/zR2iuOYO5H,negative
Thankyouuu Dianna :D,positive
you have changed so many lives too :) We love you so much! Best idols on the planet ♥  https://t.co/TmbsVgkBGw,positive
Happy Friday :-) http://t.co/vEZV71ZpW5,positive
Ah Mensch @Tikus09 :(,negative
@ljenkins314 @fringenerd @Noin007 I like paper books :(,negative
@iFazy nhe Yar :(,negative
"@Garfyville In Bath? :) Even we don’t have wheelie bins, nowhere to put them @paulmutton",positive
@VyenAngel gosh its cheaper in malaysia :( here its worth 130 +shipping,negative
"@BiebsxMoonlight FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",negative
Foto: what-is-your-fashionality: lorenangel8 &amp; I.. :) http://t.co/9hRX64P5xY,positive
@elegantxharry I'm a lonely girl from England too :(,negative
This is horrible. :( http://t.co/6G6C7ewfpf,negative
@fairmnt this :) is :) so :) relevant :)))))))))) I :) want :) to :) puke :))),positive
Time for jogging :p,positive
@SexyVixen75_ @ED_DURANCE aww sweetie :( Erica is very busy she cant reply to everyone ❤ try not to worry.,negative
"We all know a racist called ""hulk"" :D",positive
@2560chez thank you :) x,positive
@Jeyneus I'm used to foot injurys now lol .. My appendix burst a while ago so it's not appendicitis .. They just told me I have a hernia :(,negative
Im so hurt Selena was the best :(,negative
I LOVE YOU SO MUCH MA :),positive
I just ate a whole pizza :( idk how to feel about that,negative
@lancepriebe Is there any chance you could add a keybind feature to Wild Warfare? Because I can't change my controlls so I can't play.. :(,negative
@xjisoobelle no money :(,negative
Well this totally blew my mind this morning : ) https://t.co/jjXcm44YPJ,positive
"@iliketobecrazy ja dit dus, I know the feel :(",negative
@thatbrooke thanks so much :-),positive
so saaad :(,negative
"@Worthless_Bums SM1 wasn't that bad. I mean, I only got mutilated by a robot that shot through a wall I didn't know could be destroyed...&gt;:(",negative
"@Mathpro314 Hey, wanna check out our YTB Channel? We post Gameplays &amp; Tutorials! https://t.co/sc9kDhaviX :) via http://t.co/J3sxzzg7cU",positive
sends booty pics 2 my bestfriend bcuz what is a bae :-),positive
@ajleestan I want a follow from @BellaTwins :(,negative
When you realise that 2/3 of your big summer plans have been and gone :( :( :( next up is PARIS ✔️,negative
#ClimateChange #CC California's powerful and influential air pollution watchdog.: Califor... http://t.co/OVU4p2qWfH #UniteBlue #Tcot :-(,negative
Fav for a Dm :),positive
stiles :(,negative
Single Man :) :* http://t.co/XH4o3z1mwt,positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x29",positive
I haven't seen that many 'menacing' since I finished JoJo :D,positive
Liam and Sophia in Chicago :) ♥ https://t.co/GrD53KA2G5,positive
i love morisette's voice af :(,negative
"Sometimes it be's like that, yo. Follow someone and then a few days later realise they're problematic as fuck. Life :(",negative
"@StreetFighter Cool down guys. It's #SFVBeta, not release. They work on it. :)",positive
@cottypne @PaulPNE70 @TrekkingPaul @charlvdh @FcPNE @PNEShirley @mandajohnstone @YvonneOrr @Gem_Pnefc @kimramshead morning Emma :),positive
@delayedmornings oh really ?? wonder why it's expensive there :( are u donating ?,negative
"@johnniewalkerph a photographer took a photo of us last night, where can i find it? Or all the photos of the event :)",positive
i pity aisyah very much :(((((,negative
First two days of Katies summer and she's been back and forth to the doctor with suspect meningitis and viral tonsillitis :( poorly girl 😷,negative
"@heidsbland @asos95 yes, after 11 days. With a broken zipper.  Broken beyond repair. :(",negative
@JackFejer thanks :),positive
@JacobWhitesides go sleep u ! :))))))))),positive
@aryanswift6 done please pick me :(,negative
Fuck tired :-(((,negative
"""Do you think they survived???""
""Well, they did find all the missing bodies in fragments, so no. But it would've been nice if they did."" :(",negative
@TimInTraining @chris_slight78 @ThermoGrenade @rossario @anj100 its #CheatDay and I've ran out of protein :(,negative
neeeeeeeeeeeeeeeeein! :(,negative
"Cant wait to get my Baller G Lil Faded chain :)
What Everybody Ought To Know",positive
glad you &lt;3 it :) @Skythedeath,positive
@swcgtbh leave me alone :(((,negative
@HoldyHoldy Cotton Candy is my favourite too! :( Time to stock up again!,negative
@AppleMusic nice tweet :) just followed you,positive
Hey @thebeautyjo r u a camera? cuz everytime I look @ u I smile :) #liveonstreamate http://t.co/gHeHG8X8ij,positive
@farhainismail_ yes pls far i need it :(,negative
"In this last 9 hours, our channel has got 51 Views, that`s so incredible, thanks so much! :)",positive
@Mess0019 Well I am sure your work day is over before mine :(,negative
None of you were hiding behind my shower curtain again :(,negative
Just need to get through work today then to Ibiza! :):):) #birthdaymoneyforjesusjuice,positive
I will catch you if you fall. Fall ontrack :),positive
"YKR SPARKY
40mm, 3.5 grs
ROCKFISHING, topwater
New model 2015, GO! :) http://t.co/RogYUpnp70",positive
"angelica really pulled out the ""I'm going to college in Idaho"" card on me :-( I hate her",negative
@martinamegia_ its been treating me horribly ugh :( im v happy for u !,negative
.@TraveleadsUK Thanks for following us! Have a superb Friday :) #ff,positive
@jsjvngrf obyun unnie? :(,negative
@kbreeezy__ :( and nope haha she flies out of Dallas,negative
@JadeTheMong agreed haha :p,positive
@MrsAnneTwist @Argos_Online @macmillancancer i want i want i want you to follow me i want i want i want but that's crazy :( please love!(:♡♡,negative
@MrsBee21 Thanks Mrs Bee!! xxx :-),positive
Sepanx with this one :( https://t.co/4Hp6d3sMwr,negative
@PaulBongiorno I was going to question why more politicians but I'm not going to argue with a man of your intellect... :-),positive
@xsushie why you're now lana? :(,negative
@bluejeanrose WE REALLY NEED THIS PLEASE :( WE ARE BEGGING YOU..,negative
@SilverkissesTV sorry to hear :-( hope you're ok. haven't been to your stream lately as I got a new job but stocko will be back,negative
@makalamerry @LijGilmour but it wont be fun if im sick :((,negative
@exhaustcd awe too bad :((,negative
@realmadrid New kit is not looking good.... Poor.:(,negative
"@SensodyneIndia Yes, I love Mango ice candy but #ToothSensitivity robs me of the fun I could have had :(",negative
Crap!! I misplaced my phone. :(,negative
:-( I'm up w no one to talk to. Bye,negative
@zayndrome i cant find it :(,negative
Argh I feel sick wish I didn't come to work :(,negative
So Im going to sleep Goodnight :),positive
all i've done today is watch law &amp; order: svu. i love being sick :-))),positive
Bored to the max rn :(,negative
"Smart, handshome, cute juga :D https://t.co/7DC0LU3j9k",positive
@banouuu what ???:p,positive
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x19",positive
@abrianaaaa__ I WANNA GO BACK. CAN WE GO BACKKK? :(,negative
"Hi @StefanieScott i hope you're having a great time full of happiness :)
I Love you ...75x",positive
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/vQVoUm139L.,positive
none of my friends came :(,negative
@KayOh_Official finally 10-20 people came to know about me changing my @ :D,positive
@_Dedox :( I'll do high you do low,negative
I wish I had Cara Delevingne's face :-(,negative
@JediOMG Id like to think people know who I am :),positive
2 APs no study hall? HAHA great :))),positive
@brighteyedmgc hoLY FUCK are u okay / text me if u need anythin !!! :-(,negative
I never see you @JackJackJohnson @jackgilinsky :( #CalibraskaEP,negative
Season 11 set ♡ Have a nice Friday #SPNFamily ! :)) #SPN11 #AlwaysKeepFighting #JaredPadalecki #JensenAckles http://t.co/mGAYutmknZ,positive
@NeilMorganGtr This is just way too common now :-(,negative
"My computer has broken and i have to wait until to fix it.i miss so much the twitter and you,guys.All my love..:(",negative
@hwk46 So Cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuute :)　♡,positive
"I'm sure ""@MTNza: @ThapeloMokz It would be sad to see you go Thapelo :( \OP""",negative
"@ddddray yeah!!! :( It's okay, I'll see you again this time next year",negative
@chaisooyoung dare :(,negative
I want it to be my birthday already :(,negative
"wake up bby, imy :(",negative
@JonicaYacap  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),positive
i need more :( donghyuk stans :( in :( my :( tl :((((( where u guys at,negative
Gutted that the @bellesglasgow 20th anniversary shows next year clash with @GlastoFest :(,negative
@VisionzChokez nah i only have 1 no more jordans :( no more tournaments :( im goin ps4,negative
Looking for fun? SNAPCHAT : LeanneRiner19 #snapchat #kiksexting #porno #selfies #l4l #weloveyounamjoon #kiksexting :) http://t.co/20pODm7d8j,positive
@KyuminpuVELF no idea :(!!!,negative
"praying for you , KHAMIS ... :( ... https://t.co/2Qg4dhxaGg #Kadhafi",negative
"@vivalabeat Not fun, no :( Will try to find somewhere to nap on lunch hour",negative
"@adlow76 :( I wanted it to be good, or at least watchable - but by all accounts, it's neither",negative
"@thei100 @Independent you said I was a man, I don't have dangling bits :(",negative
@NICKIMINAJ im trying not to fall asleep  :(,negative
how did i go to sleep at 12 last night but rn im up :(,negative
@Im_MsKittenns oh. I was in bed haha. I can't sleep though. My day was too exciting :),positive
"@yildotweets @_uzumce 
and eat and drink and be not extravagant; 
surely He does not love the extravagant.
:))
w",positive
@charloc71 You can get the TGV from Paris Austerlitz down to Blois which is 12 miles away from Chateau des Marais and then get a taxi :),positive
This feeling.... Miss her badly. :(,negative
"@brook_food @LisaBrookFood @FlourPowerCity1 @PhilpottsLtd Kinda wish it was ""tipping down"" here in the smoke... but...GOOD MORNING! :-)",positive
"don't you just hate it when you get called a mug 
pisses me off &gt;:(",negative
